car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture,price_numeric,kms_numeric
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 9.95 Lakh,"20,440 km",Petrol,Hyderabad,2019,995000,20440
Maruti Suzuki Swift ZXi,₹ 5.7 Lakh,"43,000 km",Petrol,Thane,2017,570000,43000
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.68 Lakh,"81,091 km",CNG,Delhi,2018,468000,81091
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],₹ 4.5 Lakh,"67,621 km",Diesel,Hyderabad,2014,450000,67621
Hyundai Verna 1.6 VTVT SX,₹ 6.5 Lakh,"38,494 km",Petrol,Mumbai,2016,650000,38494
Maruti Suzuki Celerio VXi (O) CNG,₹ 5.47 Lakh,"42,348 km",CNG,Pune,2020,547000,42348
Maruti Suzuki Celerio VXi CNG [2019-2020],₹ 5.27 Lakh,"93,275 km",CNG,Pune,2019,527000,93275
Maruti Suzuki Alto K10 VXi (O),₹ 3.67 Lakh,"44,199 km",Petrol,Kolkata,2018,367000,44199
Audi A3 35 TFSI Premium Plus,₹ 21.8 Lakh,"77,590 km",Petrol,Delhi,2018,2180000,77590
Audi A3 35 TDI Premium Plus,₹ 42.99 Lakh,"15,678 km",Diesel,Kolkata,2019,4299000,15678
Maruti Suzuki Celerio VXi CNG (O),₹ 4.4 Lakh,"52,000 km",CNG,Thane,2016,440000,52000
Maruti Suzuki Ertiga VXI CNG,₹ 11.4 Lakh,"28,678 km",CNG,Thane,2021,1140000,28678
Maruti Suzuki Ritz Vxi (ABS) BS-IV,₹ 3.57 Lakh,"40,877 km",Petrol,Pune,2013,357000,40877
Honda Jazz V Petrol,₹ 5.57 Lakh,"44,464 km",Petrol,Chennai,2016,557000,44464
Mahindra Bolero Power Plus ZLX [2016-2019],₹ 7.25 Lakh,"57,994 km",Diesel,Hyderabad,2017,725000,57994
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.57 Lakh,"54,982 km",Petrol,Bangalore,2017,657000,54982
Datsun GO T (O),₹ 2.5 Lakh,"40,000 km",Petrol,Ahmedabad,2018,250000,40000
Maruti Suzuki A-Star Vxi,₹ 1.99 Lakh,"54,000 km",Petrol,Thane,2010,199000,54000
Audi Q5 2.0 TDI quattro,₹ 15 Lakh,"56,173 km",Diesel,Hyderabad,2012,1500000,56173
Renault Duster RXS CVT,₹ 8.99 Lakh,"36,700 km",Petrol,Bangalore,2019,899000,36700
Volkswagen Taigun Topline 1.0 TSI AT,₹ 18.95 Lakh,"2,377 km",Petrol,Hyderabad,2022,1895000,2377
Volvo S60 D5 2.4 L,₹ 18 Lakh,"83,893 km",Diesel,Hyderabad,2016,1800000,83893
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.25 Lakh,"96,000 km",Petrol,Noida,2011,425000,96000
Renault Kwid RXL [2015-2019],₹ 3.39 Lakh,"64,346 km",Petrol,Bangalore,2016,339000,64346
BMW 3 Series 320d Luxury Line,₹ 15.5 Lakh,"1,04,264 km",Diesel,Hyderabad,2013,1550000,104264
Hyundai Santro Magna [2018-2020],₹ 4.41 Lakh,"15,447 km",Petrol,Kolkata,2020,441000,15447
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 15.99 Lakh,"29,979 km",Petrol,Bangalore,2019,1599000,29979
Skoda Octavia 1.8 TSI L&K,₹ 16.99 Lakh,"45,661 km",Petrol,Thane,2018,1699000,45661
MG ZS EV Exclusive [2020-2021],₹ 19.19 Lakh,"57,946 km",Electric,Bangalore,2020,1919000,57946
Renault Kwid 1.0 RXL [2017-2019],₹ 3.69 Lakh,"43,361 km",Petrol,Bangalore,2017,369000,43361
Honda City V CVT Petrol [2017-2019],₹ 8.62 Lakh,"18,711 km",Petrol,Delhi,2017,862000,18711
Tata Nexon XZ,₹ 8.5 Lakh,"29,700 km",Petrol,Chennai,2020,850000,29700
Isuzu D-Max V-Cross 4x4,₹ 18.95 Lakh,"64,377 km",Diesel,Bangalore,2018,1895000,64377
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 5.97 Lakh,"57,498 km",Diesel,Delhi,2017,597000,57498
Toyota Etios GD,₹ 5.5 Lakh,"1,69,100 km",Diesel,Ambattur,2015,550000,169100
Maruti Suzuki Swift ZXi,₹ 4.79 Lakh,"24,389 km",Petrol,Delhi,2016,479000,24389
Tata Harrier XZ [2019-2020],₹ 16.2 Lakh,"21,077 km",Diesel,Thane,2019,1620000,21077
Tata Nexon EV XZ Plus,₹ 14.75 Lakh,"21,065 km",Electric,Thane,2022,1475000,21065
Honda Jazz ZX CVT,₹ 10.24 Lakh,"9,838 km",Petrol,Pune,2021,1024000,9838
Hyundai Venue SX 1.0 (O) Petrol [2019-2020],₹ 11.75 Lakh,"24,410 km",Petrol,Hyderabad,2020,1175000,24410
Hyundai Elite i20 Asta 1.2 Dual Tone,₹ 7.15 Lakh,"14,000 km",Petrol,Thane,2018,715000,14000
Maruti Suzuki Ciaz S 1.4 MT,₹ 6.86 Lakh,"21,880 km",Petrol,Delhi,2018,686000,21880
Maruti Suzuki Swift VDi ABS [2014-2017],₹ 6.45 Lakh,"69,939 km",Diesel,Bangalore,2016,645000,69939
Volkswagen Polo Trendline 1.2L (P),₹ 6.09 Lakh,"25,501 km",Petrol,Bangalore,2017,609000,25501
Hyundai Creta 1.6 S Petrol,₹ 8.28 Lakh,"78,623 km",Petrol,Delhi,2016,828000,78623
Kia Seltos GTK 1.4 Dual Tone [2019-2020],₹ 11.05 Lakh,"25,483 km",Petrol,Kolkata,2019,1105000,25483
Maruti Suzuki Ciaz Alpha 1.4 AT,₹ 7.35 Lakh,"46,993 km",Petrol,Thane,2017,735000,46993
Maruti Suzuki Alto 800 LXi (O),₹ 3.66 Lakh,"4,697 km",Petrol,Delhi,2020,366000,4697
Maruti Suzuki Wagon R 1.0 VXI+ AMT,₹ 4.3 Lakh,"53,000 km",Petrol,Ahmedabad,2016,430000,53000
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.12 Lakh,"61,867 km",Petrol,Delhi,2019,812000,61867
Maruti Suzuki S-Cross Zeta 1.3,₹ 9.5 Lakh,"28,016 km",Diesel,Hyderabad,2018,950000,28016
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 Lakh,"71,400 km",Diesel,Ahmedabad,2017,790000,71400
Ford Endeavour Titanium Plus 2.2 4x2 AT,₹ 35.95 Lakh,"27,635 km",Diesel,Bangalore,2019,3595000,27635
Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 12.85 Lakh,"48,179 km",Petrol,Mumbai,2018,1285000,48179
Renault Captur RXL Petrol,₹ 7.79 Lakh,"99,938 km",Petrol,Bangalore,2018,779000,99938
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 5.66 Lakh,"12,842 km",Petrol,Kolkata,2019,566000,12842
Toyota Yaris J MT,₹ 10.27 Lakh,"8,465 km",Petrol,Delhi,2021,1027000,8465
Renault Triber RXL [2019-2020],₹ 5.39 Lakh,"30,040 km",Petrol,Kolkata,2019,539000,30040
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.25 Lakh,"45,745 km",Petrol,Hyderabad,2020,725000,45745
Audi A6 35 TDI Matrix,₹ 31.75 Lakh,"62,410 km",Diesel,Bangalore,2016,3175000,62410
Hyundai Grand i10 Asta 1.2 Kappa VTVT,₹ 5.4 Lakh,"29,135 km",Petrol,Thane,2017,540000,29135
Mercedes-Benz S-Class Maybach S 500,₹ 1.19 Crore,"24,500 km",Petrol,Kolkata,2017,1,24500
Hyundai Verna 1.6 VTVT SX,₹ 9.92 Lakh,"8,000 km",Petrol,Delhi,2019,992000,8000
Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,₹ 8.39 Lakh,"40,000 km",Petrol,Ahmedabad,2018,839000,40000
Maruti Suzuki Wagon R 1.0 VXI,₹ 4 Lakh,"48,502 km",Petrol,Faridabad,2017,400000,48502
Datsun redi-GO T(O) 1.0,₹ 4.65 Lakh,"10,655 km",Petrol,Chennai,2021,465000,10655
Ford Fiesta Classic SXi 1.4 TDCi,₹ 1.85 Lakh,"55,000 km",Diesel,Kolkata,2011,185000,55000
Mahindra Alturas G4 4WD AT [2018-2020],₹ 21.45 Lakh,"40,180 km",Diesel,Kolkata,2019,2145000,40180
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 7.29 Lakh,"33,863 km",Petrol,Bangalore,2021,729000,33863
Maruti Suzuki Ritz Vxi (ABS) BS-IV,₹ 3.57 Lakh,"40,877 km",Petrol,Pune,2013,357000,40877
Honda City VX CVT,₹ 7.85 Lakh,"61,123 km",Petrol,Noida,2016,785000,61123
Volvo XC60 Kinetic,₹ 26 Lakh,"82,807 km",Diesel,Hyderabad,2016,2600000,82807
Hyundai Alcazar Prestige (O) 6 STR 2.0 Petrol AT,₹ 18.75 Lakh,"2,293 km",Petrol,Ahmedabad,2021,1875000,2293
Renault Kwid 1.0 RXT [2016-2019],₹ 4.49 Lakh,"28,213 km",Petrol,Bangalore,2018,449000,28213
Maruti Suzuki Swift VXi [2014-2017],₹ 6.99 Lakh,"15,400 km",Petrol,Bangalore,2018,699000,15400
BMW 3 Series 320d Sport Line,₹ 11.5 Lakh,"38,000 km",Diesel,Kolkata,2013,1150000,38000
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.91 Lakh,"63,148 km",Petrol,Bangalore,2015,491000,63148
Mahindra Bolero Power Plus ZLX [2016-2019],₹ 6.5 Lakh,"91,752 km",Diesel,Hyderabad,2016,650000,91752
Maruti Suzuki Ertiga ZXi,₹ 5.95 Lakh,"67,590 km",Petrol,Mumbai,2014,595000,67590
Maruti Suzuki Swift DZire ZXI,₹ 4.95 Lakh,"66,784 km",Petrol,Thane,2015,495000,66784
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.85 Lakh,"73,000 km",Petrol,Noida,2014,385000,73000
Ford Endeavour Titanium Plus 2.2 4x2 AT,₹ 35.95 Lakh,"27,000 km",Diesel,Bangalore,2019,3595000,27000
Maruti Suzuki Alto 800 Lxi,₹ 3.3 Lakh,"21,857 km",Petrol,Pune,2018,330000,21857
Maruti Suzuki Alto LXi BS-III,₹ 2 Lakh,"60,506 km",Petrol,Hyderabad,2009,200000,60506
Hyundai Santro Sportz CNG [2018-2020],₹ 4.99 Lakh,"39,598 km",CNG,Mumbai,2020,499000,39598
Maruti Suzuki Ciaz ZDi+ SHVS,₹ 4.99 Lakh,"48,196 km",Diesel,Kolkata,2016,499000,48196
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.13 Lakh,"27,433 km",Petrol,Kolkata,2016,813000,27433
Honda Jazz V Petrol,₹ 5.45 Lakh,"60,857 km",Petrol,Mumbai,2017,545000,60857
Land Rover Discovery Sport HSE,₹ 32.99 Lakh,"46,328 km",Diesel,Kolkata,2017,3299000,46328
Mercedes-Benz GLA 200 CDI Sport,₹ 16.5 Lakh,"75,000 km",Diesel,Faridabad,2015,1650000,75000
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 12 Lakh,"41,197 km",Diesel,Thane,2019,1200000,41197
Volkswagen Ameo Comfortline 1.2L (P),₹ 5.5 Lakh,"40,000 km",Petrol,Ahmedabad,2017,550000,40000
Datsun GO Plus T,₹ 3.25 Lakh,"24,921 km",Petrol,Thane,2016,325000,24921
Toyota Yaris G CVT [2018-2020],₹ 8.04 Lakh,"14,839 km",Petrol,Pune,2018,804000,14839
Maruti Suzuki Celerio VXi AMT [2017-2019],₹ 4.48 Lakh,"80,306 km",Petrol,Pune,2017,448000,80306
Honda City VX CVT,₹ 7.5 Lakh,"49,419 km",Petrol,Thane,2016,750000,49419
Honda Jazz V AT Petrol,₹ 6.5 Lakh,"29,206 km",Petrol,Ahmedabad,2017,650000,29206
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 14.45 Lakh,"37,499 km",Petrol,Mumbai,2019,1445000,37499
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],₹ 5.35 Lakh,"41,017 km",Petrol,Mumbai,2015,535000,41017
Mercedes-Benz CLS 350,₹ 29 Lakh,"47,000 km",Petrol,Ahmedabad,2014,2900000,47000
Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,₹ 9.01 Lakh,"15,386 km",Petrol,Kolkata,2020,901000,15386
Toyota Innova 2.5 G BS IV 7 STR,₹ 14.35 Lakh,"45,530 km",Diesel,Bangalore,2015,1435000,45530
Hyundai i10 Sportz 1.2 Kappa2,₹ 3.65 Lakh,"57,000 km",Petrol,Ahmedabad,2014,365000,57000
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],₹ 5.58 Lakh,"89,495 km",CNG,Pune,2019,558000,89495
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 4.7 Lakh,"51,722 km",Petrol,Hyderabad,2016,470000,51722
BMW 5 Series 520d M Sport,₹ 57.5 Lakh,"45,700 km",Diesel,Ahmedabad,2020,5750000,45700
Honda WR-V VX MT Diesel,₹ 7.75 Lakh,"46,945 km",Diesel,Delhi,2018,775000,46945
Ford EcoSport Titanium 1.5L TDCi,₹ 7.02 Lakh,"27,117 km",Diesel,Delhi,2017,702000,27117
Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 16.5 Lakh,"63,000 km",Petrol,Hyderabad,2017,1650000,63000
Mercedes-Benz C-Class C 220d Progressive [2018-2019],₹ 32.5 Lakh,"40,378 km",Diesel,Bangalore,2018,3250000,40378
Maruti Suzuki Ertiga ZDI SHVS,₹ 7.9 Lakh,"1,10,399 km",Diesel,Hyderabad,2015,790000,110399
Maruti Suzuki S-Cross Zeta 1.3,₹ 6.5 Lakh,"45,000 km",Diesel,Thane,2015,650000,45000
Kia Sonet GTX Plus 1.5 [2020-2021],₹ 12.6 Lakh,"40,089 km",Diesel,Mumbai,2020,1260000,40089
Land Rover Range Rover 4.4 SDV8 Autobiography LWB,₹ 1.95 Crore,"45,000 km",Diesel,Ahmedabad,2018,2,45000
Volkswagen Polo Comfortline 1.5L (D),₹ 7.3 Lakh,"46,354 km",Diesel,Hyderabad,2018,730000,46354
Hyundai Santro Magna [2018-2020],₹ 4.09 Lakh,"4,441 km",Petrol,Kolkata,2019,409000,4441
Maruti Suzuki Baleno Zeta,₹ 6.15 Lakh,"36,146 km",Petrol,Mumbai,2017,615000,36146
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 11.61 Lakh,"16,768 km",Petrol,Pune,2020,1161000,16768
Honda City V,₹ 9.99 Lakh,"21,691 km",Petrol,Bangalore,2019,999000,21691
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 14.45 Lakh,"67,420 km",Diesel,Kolkata,2020,1445000,67420
Hyundai i20 Sportz (AT) 1.4,₹ 4.99 Lakh,"41,999 km",Petrol,Bangalore,2013,499000,41999
Maruti Suzuki Baleno Alpha Automatic,₹ 6.75 Lakh,"62,000 km",Petrol,Ahmedabad,2018,675000,62000
Tata Nexon XZ,₹ 9.75 Lakh,"3,200 km",Petrol,Chennai,2021,975000,3200
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.87 Lakh,"47,747 km",CNG,Pune,2014,387000,47747
Hyundai i20 Asta 1.0 Turbo DCT,₹ 9.75 Lakh,"14,746 km",Petrol,Ahmedabad,2021,975000,14746
Audi A3 35 TDI Technology + Sunroof,₹ 16.5 Lakh,"78,597 km",Diesel,Ahmedabad,2014,1650000,78597
Honda Amaze 1.2 VX i-VTEC,₹ 4.09 Lakh,"82,075 km",Petrol,Pune,2013,409000,82075
Honda City SV,₹ 6.5 Lakh,"45,000 km",Petrol,Ambattur,2015,650000,45000
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.5 Lakh,"55,000 km",Petrol,Ahmedabad,2015,350000,55000
Maruti Suzuki Ertiga VXi,₹ 9.56 Lakh,"19,900 km",Petrol,Gurgaon,2020,956000,19900
Honda Amaze 1.2 S CVT Petrol [2018-2020],₹ 5.25 Lakh,"36,000 km",Petrol,Ahmedabad,2016,525000,36000
Nissan Micra XL (O) [2013-2016],₹ 4 Lakh,"57,000 km",Petrol + 1,Ambattur,2013,400000,57000
Maruti Suzuki Alto 800 Vxi,₹ 2.23 Lakh,"27,233 km",Petrol,Kolkata,2014,223000,27233
Toyota Innova Crysta GX 2.4 7 STR,₹ 22.99 Lakh,"21,396 km",Diesel,Bangalore,2019,2299000,21396
Tata Nexon EV XZ Plus,₹ 15.5 Lakh,"48,400 km",Electric,Bangalore,2020,1550000,48400
Hyundai Venue S Plus 1.2 Petrol,₹ 8.31 Lakh,"7,432 km",Petrol,Chennai,2020,831000,7432
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.75 Lakh,"68,695 km",CNG,Mumbai,2014,375000,68695
Renault Kwid Neotech RXL 1.0 MT,₹ 4.6 Lakh,"13,150 km",Petrol,Ambattur,2021,460000,13150
Hyundai Elite i20 Era 1.2,₹ 4.4 Lakh,"36,000 km",Petrol,Kolkata,2017,440000,36000
Skoda Rapid 1.5 TDI CR Elegance,₹ 6.2 Lakh,"1,09,335 km",Diesel,Hyderabad,2015,620000,109335
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 15.51 Lakh,"10,400 km",Petrol,Ahmedabad,2022,1551000,10400
Tata Altroz XZ Plus Petrol,₹ 8.49 Lakh,"11,178 km",Petrol,Bangalore,2021,849000,11178
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.35 Lakh,"66,000 km",Petrol,Noida,2012,235000,66000
Honda Amaze 1.2 E i-VTEC,₹ 4.65 Lakh,"33,046 km",Petrol,Mumbai,2016,465000,33046
Hyundai i20 Sportz 1.2,₹ 3.65 Lakh,"64,000 km",Petrol,Noida,2013,365000,64000
Mahindra Marazzo M4 8 STR,₹ 11.49 Lakh,"20,473 km",Diesel,Bangalore,2019,1149000,20473
Honda City VX CVT,₹ 7.75 Lakh,"62,000 km",Petrol,Ahmedabad,2015,775000,62000
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 5 Lakh,"37,228 km",CNG,Pune,2021,500000,37228
Toyota Camry Hybrid [2015-2017],₹ 48.5 Lakh,700 km,Petrol,Pune,2022,4850000,700
Hyundai Santro Sportz [2018-2020],₹ 5.29 Lakh,"43,189 km",Petrol,Pune,2019,529000,43189
Audi Q3 35 TDI Premium,₹ 15.13 Lakh,"65,000 km",Diesel,Ahmedabad,2015,1513000,65000
Ford Figo Duratec Petrol ZXI 1.2,₹ 2.49 Lakh,"71,000 km",Petrol,Thane,2014,249000,71000
Maruti Suzuki Swift ZDi AMT,₹ 8 Lakh,"60,161 km",Diesel,Thane,2019,800000,60161
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 5.97 Lakh,"57,498 km",Diesel,Delhi,2017,597000,57498
Tata Nexon XZ Plus Diesel,₹ 9.6 Lakh,"37,845 km",Diesel,Thane,2019,960000,37845
Mahindra KUV100 K2 D 6 STR,₹ 4.25 Lakh,"20,338 km",Diesel,Ahmedabad,2017,425000,20338
Skoda Octavia 1.8 TSI Ambition Plus AT,₹ 15.23 Lakh,"38,842 km",Petrol,Pune,2016,1523000,38842
Maruti Suzuki Celerio VXi,₹ 3.94 Lakh,"76,775 km",Petrol,Pune,2016,394000,76775
Maruti Suzuki Dzire VXi AMT,₹ 7.29 Lakh,"39,439 km",Petrol,Bangalore,2018,729000,39439
Maruti Suzuki Swift VXi ABS,₹ 5.2 Lakh,"81,869 km",Petrol,Chennai,2017,520000,81869
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 Lakh,"56,204 km",Diesel,Ahmedabad,2017,790000,56204
Honda BR-V S Petrol,₹ 7.75 Lakh,"49,889 km",Petrol,Mumbai,2018,775000,49889
Maruti Suzuki S-Presso VXi,₹ 4.75 Lakh,"7,942 km",Petrol,Thane,2021,475000,7942
Jaguar XF 2.2 Diesel Luxury,₹ 23 Lakh,"83,358 km",Diesel,Hyderabad,2013,2300000,83358
Hyundai i20 Active 1.2 S,₹ 4.93 Lakh,"50,307 km",Petrol,Kolkata,2016,493000,50307
Audi Q3 35 TDI Premium + Sunroof,₹ 17.99 Lakh,"21,894 km",Diesel,Kolkata,2016,1799000,21894
Ford EcoSport Titanium 1.5 TDCi (Opt),₹ 4.9 Lakh,"52,613 km",Diesel,Kolkata,2015,490000,52613
Maruti Suzuki Baleno Delta 1.2 AT,₹ 6.51 Lakh,"59,468 km",Petrol,Mumbai,2018,651000,59468
Hyundai Eon 1.0 Kappa Magna AirBag,₹ 3.6 Lakh,"16,205 km",Petrol,Pune,2015,360000,16205
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],₹ 4.25 Lakh,"41,624 km",Petrol,Pune,2017,425000,41624
Maruti Suzuki Ertiga VDi,₹ 7.3 Lakh,"1,20,000 km",Diesel,Hyderabad,2015,730000,120000
Hyundai Creta SX 1.6 AT Petrol,₹ 13.5 Lakh,"33,815 km",Petrol,Ahmedabad,2018,1350000,33815
Renault Duster 110 PS RxZ AWD,₹ 9.99 Lakh,"41,591 km",Diesel,Bangalore,2017,999000,41591
Renault Duster 110 PS RXL 4X2 AMT [2016-2017],₹ 7.95 Lakh,"82,000 km",Diesel,Hyderabad,2018,795000,82000
Maruti Suzuki Alto K10 VXi,₹ 3.45 Lakh,"44,288 km",Petrol,Delhi,2019,345000,44288
Maruti Suzuki S-Presso VXi,₹ 4.55 Lakh,"7,082 km",Petrol,Kolkata,2020,455000,7082
Mahindra Scorpio S2,₹ 9.29 Lakh,"36,624 km",Diesel,Bangalore,2015,929000,36624
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.9 Lakh,"51,000 km",Petrol,Hyderabad,2014,390000,51000
Ford Aspire Titanium 1.2 Ti-VCT,₹ 5.5 Lakh,"24,954 km",Petrol,Ahmedabad,2017,550000,24954
Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],₹ 12.24 Lakh,"54,441 km",Diesel,Pune,2017,1224000,54441
Maruti Suzuki Alto K10 VXi,₹ 1.99 Lakh,"34,579 km",Petrol,Pune,2012,199000,34579
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 6.15 Lakh,"23,000 km",CNG,Thane,2020,615000,23000
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 13.5 Lakh,"35,000 km",Petrol,Mumbai,2018,1350000,35000
Mercedes-Benz AMG A35 4MATIC,₹ 52 Lakh,"1,700 km",Petrol,Pune,2021,5200000,1700
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,₹ 5.15 Lakh,"30,000 km",Diesel,Kolkata,2016,515000,30000
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],₹ 10.63 Lakh,"11,140 km",Petrol,Pune,2020,1063000,11140
Tata Safari XZA Plus,₹ 23.49 Lakh,"19,075 km",Diesel,Bangalore,2021,2349000,19075
Mercedes-Benz E-Class E250 CDI Avantgarde,₹ 17.9 Lakh,"1,14,686 km",Diesel,Mumbai,2014,1790000,114686
Ford Figo Titanium 1.5 Ti-VCT AT,₹ 6.5 Lakh,"38,603 km",Petrol,Hyderabad,2019,650000,38603
Maruti Suzuki SX4 ZXI MT BS-IV,₹ 2.45 Lakh,"67,860 km",Petrol,Thane,2010,245000,67860
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 Lakh,"40,510 km",Petrol,Delhi,2018,336000,40510
Hyundai Elite i20 Magna Executive 1.2,₹ 5.19 Lakh,"19,905 km",Petrol,Kolkata,2017,519000,19905
Jaguar XE Prestige,₹ 24 Lakh,"21,000 km",Petrol,Kolkata,2017,2400000,21000
Hyundai Eon D-Lite +,₹ 3.29 Lakh,"28,104 km",Petrol,Bangalore,2014,329000,28104
Mercedes-Benz C-Class C 300d AMG line,₹ 49 Lakh,"23,400 km",Diesel,Pune,2020,4900000,23400
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.75 Lakh,"32,000 km",Petrol,Chennai,2019,775000,32000
Hyundai Creta SX Plus 1.6  Petrol,₹ 7.9 Lakh,"58,289 km",Petrol,Thane,2015,790000,58289
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 11.45 Lakh,"11,457 km",Petrol,Bangalore,2019,1145000,11457
Tata Nexon EV Prime XZ Plus Dark Edition,₹ 15.25 Lakh,"5,000 km",Electric,Mumbai,2022,1525000,5000
Honda Amaze 1.2 VX i-VTEC,₹ 6.5 Lakh,"73,699 km",Petrol,Chennai,2016,650000,73699
Hyundai Elite i20 Sportz 1.2 (O),₹ 5.25 Lakh,"68,766 km",Petrol,Mumbai,2015,525000,68766
Honda WR-V VX MT Petrol,₹ 6.95 Lakh,"30,902 km",Petrol,Mumbai,2017,695000,30902
Honda City VX CVT,₹ 7.35 Lakh,"66,684 km",Petrol,Mumbai,2015,735000,66684
Toyota Urban Cruiser Premium Grade MT,₹ 9.85 Lakh,"8,134 km",Petrol,Thane,2021,985000,8134
Hyundai Venue SX (O) 1.0 Turbo iMT,₹ 9.64 Lakh,"24,432 km",Petrol,Kolkata,2021,964000,24432
Hyundai i10 Magna 1.2 Kappa2,₹ 2.86 Lakh,"58,734 km",Petrol,Pune,2011,286000,58734
Hyundai i10 Magna 1.2 Kappa2,₹ 3.25 Lakh,"15,780 km",Petrol,Thane,2013,325000,15780
Datsun GO T,₹ 2.65 Lakh,"44,760 km",Petrol,Mumbai,2014,265000,44760
Hyundai Creta S 1.5 Petrol [2020-2022],₹ 13.2 Lakh,"17,000 km",Petrol,Thane,2021,1320000,17000
Hyundai Creta 1.6 SX (O),₹ 9.7 Lakh,"1,17,295 km",Diesel,Hyderabad,2015,970000,117295
Hyundai Eon D-Lite,₹ 2.5 Lakh,"62,000 km",Petrol,Poonamallee,2014,250000,62000
Hyundai Creta 1.4 S,₹ 11.75 Lakh,"43,300 km",Diesel,Ahmedabad,2019,1175000,43300
Honda Amaze 1.2 V CVT Petrol [2018-2020],₹ 7.75 Lakh,"15,899 km",Petrol,Ahmedabad,2020,775000,15899
Mahindra Alturas G4 4WD AT,₹ 22.5 Lakh,"76,187 km",Diesel,Kolkata,2020,2250000,76187
Hyundai Elite i20 Asta 1.2,₹ 5.21 Lakh,"59,194 km",Petrol,Mumbai,2015,521000,59194
Kia Seltos HTX 1.5 Dual Tone [2019-2020],₹ 16.67 Lakh,"13,841 km",Petrol,Pune,2021,1667000,13841
Maruti Suzuki Swift LXi Special Edition,₹ 7 Lakh,"11,000 km",Petrol,Chennai,2019,700000,11000
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.25 Lakh,"24,128 km",Petrol,Thane,2018,1225000,24128
Volkswagen Vento Highline Diesel AT [2015-2016],₹ 8.14 Lakh,"96,710 km",Diesel,Pune,2017,814000,96710
Mahindra Thar LX Hard Top Diesel MT,₹ 16.25 Lakh,"38,500 km",Diesel,Hyderabad,2020,1625000,38500
Honda WR-V S MT Petrol,₹ 6.25 Lakh,"23,798 km",Petrol,Ahmedabad,2017,625000,23798
Tata Altroz XT Petrol,₹ 7.37 Lakh,"5,918 km",Petrol,Chennai,2021,737000,5918
Hyundai Santro Sportz AMT,₹ 6.06 Lakh,"5,231 km",Petrol,Pune,2020,606000,5231
Skoda Laura Elegance 2.0 TDI CR AT,₹ 5.95 Lakh,"78,000 km",Diesel,Thane,2013,595000,78000
Hyundai Creta SX 1.6 AT Petrol,₹ 12.9 Lakh,"60,038 km",Petrol,Ahmedabad,2019,1290000,60038
Maruti Suzuki Ciaz Delta 1.4 AT,₹ 7.4 Lakh,"48,279 km",Petrol,Mumbai,2017,740000,48279
Nissan Micra Active XL,₹ 3.25 Lakh,"56,000 km",Petrol,Ahmedabad,2017,325000,56000
